Time,AIBL,AIBR,ALML,ALMR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVM,DA01,DA02,DA03,DA04,DA05,DA06,DA07,DA08,DA09,DB01,DB02,DB03,DB04,DB05,DB06,DB07,PVCL,PVCR,RIML,RIMR,RIVL,RIVR,SMDDL,SMDDR,SMDVL,SMDVR,VA01,VA02,VA03,VA04,VA05,VA06,VA07,VA08,VA09,VA10,VA11,VA12,VB01,VB02,VB03,VB04,VB05,VB06,VB07,VB08,VB09,VB10,VB11
10,0.0,0.0,0.0,0.0,0.0,0.0,0.9223681599999999,0.9223681599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.9039207967999998,0.9039207967999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9603999999999999,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9603999999999999,0.0,0.0
13,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,1.0,1.0,0.0,0.0,0.0,0.9411919999999999,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411919999999999,0.9411919999999999,0.0,0.0,0.0,0.98,0.98,1.0,1.0,1.0,0.0,0.0,1.0,0.9411919999999999,0.0,0.0
14,0.0,0.0,0.0,0.0,0.98,0.9603999999999999,0.9603999999999999,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9603999999999999,0.98,0.98,1.0,0.0,0.0,0.9223681599999999,0.9411919999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223681599999999,0.9223681599999999,0.0,0.0,0.0,0.9603999999999999,0.9603999999999999,0.98,0.98,0.98,1.0,1.0,1.0,0.9223681599999999,0.0,0.0
15,0.0,0.0,0.0,0.0,0.9603999999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603999999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.98,0.0,1.0,0.9039207967999998,0.9223681599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.98,0.98,1.0,1.0,1.0,1.0
16,0.0,0.0,0.0,0.0,0.9411919999999999,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411919999999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.0,0.98,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,1.0,0.98,0.98,0.98
17,0.0,0.0,0.0,0.0,0.9223681599999999,0.9039207967999998,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.0,0.9603999999999999,0.98,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.98,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,1.0,1.0,1.0,0.9603999999999999
18,0.0,0.0,0.0,0.0,1.0,0.98,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.98,1.0,0.9223681599999999,0.0,0.9411919999999999,0.9603999999999999,0.9411919999999999,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.98,0.9603999999999999,0.98,1.0,0.98,0.98,0.9223681599999999,1.0,0.98,0.98,0.9411919999999999
19,0.0,0.98,0.0,0.0,0.98,0.9603999999999999,0.98,0.98,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.98,0.9039207967999998,0.0,0.9223681599999999,0.9411919999999999,0.9223681599999999,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.0,0.0,0.9411919999999999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.9603999999999999,1.0,0.9603999999999999,0.98,1.0,0.9603999999999999,0.98,1.0,0.9603999999999999,0.9603999999999999,0.9223681599999999
20,0.0,0.9603999999999999,0.0,0.0,1.0,1.0,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.98,0.98,0.98,1.0,1.0,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.9603999999999999,1.0,0.0,0.9039207967999998,0.9223681599999999,0.9039207967999998,0.9411919999999999,0.9411919999999999,0.0,0.0,0.0,0.0,0.0,0.9223681599999999,0.98,0.98,0.98,0.98,1.0,1.0,1.0,0.9411919999999999,0.9411919999999999,0.0,0.0,1.0,0.9411919999999999,0.98,0.9411919999999999,0.9603999999999999,0.98,0.9411919999999999,0.9603999999999999,1.0,0.98,0.9411919999999999,0.9039207967999998
21,0.0,0.9411919999999999,0.0,0.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.98,0.98,1.0,0.0,0.0,0.0,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.9411919999999999,0.98,0.0,0.8858423808639998,0.98,0.8858423808639998,0.9223681599999999,0.9223681599999999,0.0,0.0,0.0,0.0,0.0,0.9039207967999998,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.98,0.98,0.98,1.0,1.0,1.0,0.0,0.98,0.9223681599999999,1.0,0.9223681599999999,0.9411919999999999,0.9603999999999999,0.9223681599999999,0.9411919999999999,1.0,1.0,0.9223681599999999,0.8858423808639998
22,0.0,0.9223681599999999,0.0,0.0,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.98,1.0,1.0,0.0,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9223681599999999,0.9603999999999999,0.0,0.8681255332467198,0.98,0.98,0.9039207967999998,0.9039207967999998,0.0,1.0,0.0,0.0,0.98,0.8858423808639998,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.98,0.98,0.98,1.0,1.0,1.0,0.98,0.9039207967999998,0.9223681599999999,0.9411919999999999,0.9039207967999998,0.9223681599999999,1.0,0.98,0.9039207967999998,0.8681255332467198
23,0.98,1.0,0.0,0.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.98,0.98,0.0,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9039207967999998,0.9411919999999999,0.0,0.8507630225817854,0.9603999999999999,0.9603999999999999,0.8858423808639998,0.8858423808639998,0.0,0.98,0.0,0.0,0.9603999999999999,0.8681255332467198,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.98,0.98,0.98,0.9603999999999999,0.8858423808639998,0.9039207967999998,0.9223681599999999,0.8858423808639998,0.9039207967999998,1.0,0.9603999999999999,0.8858423808639998,0.8507630225817854
24,0.9603999999999999,0.98,0.0,0.0,0.98,0.98,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.9039207967999998,1.0,0.9039207967999998,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.0,0.9039207967999998,0.9039207967999998,0.9039207967999998,0.8858423808639998,0.9223681599999999,0.0,0.8337477621301497,0.9411919999999999,0.9411919999999999,0.98,0.8681255332467198,0.0,0.98,0.0,0.0,0.9411919999999999,0.8507630225817854,0.98,0.9039207967999998,0.9039207967999998,0.9039207967999998,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.9603999999999999,0.9603999999999999,0.9411919999999999,0.8681255332467198,0.8858423808639998,0.9039207967999998,0.98,0.8858423808639998,1.0,0.9411919999999999,0.8681255332467198,0.8337477621301497
25,0.9411919999999999,0.9603999999999999,0.0,0.0,0.98,0.98,0.9411919999999999,0.9411919999999999,0.0,0.0,0.0,1.0,0.98,0.8858423808639998,0.98,1.0,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.0,1.0,0.8858423808639998,0.98,0.8681255332467198,0.9039207967999998,0.0,0.8170728068875467,0.9223681599999999,0.9223681599999999,0.9603999999999999,0.8507630225817854,0.0,0.9603999999999999,0.0,0.0,0.9223681599999999,0.8337477621301497,0.9603999999999999,0.8858423808639998,0.8858423808639998,0.8858423808639998,0.9039207967999998,0.9039207967999998,0.9039207967999998,0.9223681599999999,0.98,0.9223681599999999,0.9411919999999999,0.9411919999999999,0.9411919999999999,0.9223681599999999,0.8507630225817854,0.8681255332467198,0.8858423808639998,0.9603999999999999,0.8681255332467198,1.0,0.9223681599999999,0.8507630225817854,0.98
26,0.9223681599999999,0.9411919999999999,0.0,0.0,0.98,0.98,0.9223681599999999,0.9223681599999999,0.0,0.0,0.0,0.98,0.9603999999999999,0.8681255332467198,0.9603999999999999,1.0,0.9039207967999998,0.9223681599999999,0.9223681599999999,0.0,0.98,0.8681255332467198,0.9603999999999999,0.8507630225817854,0.8858423808639998,0.0,0.8007313507497957,0.9039207967999998,0.9039207967999998,0.9411919999999999,0.8337477621301497,0.0,0.9411919999999999,0.0,0.0,0.9039207967999998,0.8170728068875467,0.9411919999999999,0.8681255332467198,0.8681255332467198,0.98,0.98,0.8858423808639998,0.8858423808639998,0.9039207967999998,0.9603999999999999,0.9039207967999998,0.9223681599999999,0.9223681599999999,0.9223681599999999,0.9039207967999998,0.8337477621301497,0.8507630225817854,0.8681255332467198,0.98,0.8507630225817854,1.0,0.9039207967999998,0.8337477621301497,0.9603999999999999
27,0.9039207967999998,1.0,0.0,0.0,0.98,0.98,0.9039207967999998,0.9039207967999998,0.0,0.0,0.0,0.9603999999999999,0.9411919999999999,0.8507630225817854,0.9411919999999999,0.98,0.8858423808639998,0.9039207967999998,0.9039207967999998,0.98,0.9603999999999999,0.8507630225817854,0.9411919999999999,0.8337477621301497,0.8681255332467198,0.0,0.7847167237347998,0.8858423808639998,0.8858423808639998,0.9223681599999999,0.8170728068875467,1.0,0.9223681599999999,0.0,0.0,0.8858423808639998,0.98,0.9223681599999999,0.8507630225817854,0.8507630225817854,0.9603999999999999,0.9603999999999999,0.8681255332467198,0.8681255332467198,0.8858423808639998,0.9411919999999999,0.8858423808639998,0.9039207967999998,0.9039207967999998,0.9039207967999998,0.8858423808639998,0.98,0.8337477621301497,0.8507630225817854,0.9603999999999999,0.8337477621301497,1.0,0.8858423808639998,0.8170728068875467,0.9411919999999999
28,0.8858423808639998,0.98,0.0,0.0,0.9603999999999999,0.9603999999999999,0.8858423808639998,0.8858423808639998,0.0,0.0,0.0,0.9411919999999999,0.9223681599999999,0.8337477621301497,0.9223681599999999,0.9603999999999999,0.8681255332467198,0.8858423808639998,0.8858423808639998,0.9603999999999999,0.9411919999999999,0.8337477621301497,0.9223681599999999,0.8170728068875467,0.8507630225817854,0.0,0.7690223892601038,0.8681255332467198,0.8681255332467198,0.9039207967999998,0.98,0.98,0.9039207967999998,0.0,0.0,0.8681255332467198,0.9603999999999999,0.9039207967999998,0.8337477621301497,0.8337477621301497,0.9411919999999999,0.9411919999999999,0.8507630225817854,0.8507630225817854,0.8681255332467198,0.9223681599999999,0.8681255332467198,0.8858423808639998,0.8858423808639998,0.8858423808639998,0.8681255332467198,0.9603999999999999,0.8170728068875467,0.8337477621301497,0.9411919999999999,0.8170728068875467,1.0,0.8681255332467198,0.8007313507497957,0.9223681599999999
29,0.8681255332467198,0.9603999999999999,0.0,0.0,0.98,0.98,0.8681255332467198,0.8681255332467198,0.0,0.0,0.0,0.9223681599999999,0.9039207967999998,0.8170728068875467,0.9039207967999998,0.9411919999999999,0.8507630225817854,0.8681255332467198,0.8681255332467198,0.9411919999999999,0.9223681599999999,0.8170728068875467,0.9039207967999998,0.8007313507497957,0.8337477621301497,0.0,0.7536419414749017,0.8507630225817854,0.8507630225817854,0.8858423808639998,0.9603999999999999,0.9603999999999999,0.8858423808639998,0.0,0.0,0.8507630225817854,0.9411919999999999,0.8858423808639998,0.8170728068875467,0.8170728068875467,0.9223681599999999,0.9223681599999999,0.8337477621301497,0.8337477621301497,0.8507630225817854,0.9039207967999998,0.8507630225817854,0.8681255332467198,0.8681255332467198,0.8681255332467198,0.8507630225817854,0.9411919999999999,0.8007313507497957,0.8170728068875467,0.9223681599999999,0.8007313507497957,1.0,0.8507630225817854,0.7847167237347998,0.9039207967999998
30,0.8507630225817854,0.9411919999999999,0.0,0.0,0.9603999999999999,0.9603999999999999,0.8507630225817854,0.8507630225817854,0.0,0.0,0.0,0.9039207967999998,0.8858423808639998,0.8007313507497957,0.8858423808639998,0.9223681599999999,0.8337477621301497,0.8507630225817854,0.8507630225817854,0.9223681599999999,0.9039207967999998,0.8007313507497957,0.8858423808639998,0.7847167237347998,0.8170728068875467,0.0,0.7385691026454037,0.8337477621301497,0.8337477621301497,0.8681255332467198,0.9411919999999999,0.9411919999999999,0.8681255332467198,0.0,0.0,0.8337477621301497,0.9223681599999999,0.8681255332467198,0.8007313507497957,0.8007313507497957,0.9039207967999998,0.9039207967999998,0.8170728068875467,0.8170728068875467,0.8337477621301497,0.8858423808639998,0.8337477621301497,0.8507630225817854,0.8507630225817854,0.8507630225817854,0.8337477621301497,0.9223681599999999,0.7847167237347998,0.8007313507497957,0.9039207967999998,0.7847167237347998,1.0,0.8337477621301497,0.7690223892601038,0.8858423808639998
31,0.8337477621301497,0.9223681599999999,0.0,0.0,0.98,0.98,0.8337477621301497,0.8337477621301497,0.0,0.0,0.0,0.8858423808639998,0.8681255332467198,0.7847167237347998,0.8681255332467198,0.9039207967999998,0.8170728068875467,0.8337477621301497,0.8337477621301497,0.9039207967999998,0.8858423808639998,0.7847167237347998,0.8681255332467198,0.7690223892601038,0.8007313507497957,0.0,0.7237977205924956,0.8170728068875467,0.8170728068875467,0.8507630225817854,0.9223681599999999,0.9223681599999999,0.8507630225817854,0.0,0.0,0.8170728068875467,0.9039207967999998,0.8507630225817854,0.7847167237347998,0.7847167237347998,0.8858423808639998,0.8858423808639998,0.8007313507497957,0.8007313507497957,0.8170728068875467,0.8681255332467198,0.8170728068875467,0.8337477621301497,0.8337477621301497,0.8337477621301497,0.8170728068875467,0.9039207967999998,0.7690223892601038,0.7847167237347998,0.8858423808639998,0.7690223892601038,1.0,0.8170728068875467,0.7536419414749017,0.8681255332467198
32,1.0,-0.98,0.0,0.0,0.9603999999999999,0.9603999999999999,0.8170728068875467,0.8170728068875467,0.0,0.0,0.0,0.8681255332467198,0.8507630225817854,0.7690223892601038,0.8507630225817854,0.8858423808639998,0.8007313507497957,0.8170728068875467,1.0,0.8858423808639998,0.8681255332467198,0.7690223892601038,0.8507630225817854,0.7536419414749017,0.7847167237347998,0.0,0.7093217661806457,0.8007313507497957,0.8007313507497957,-0.98,0.9039207967999998,0.9039207967999998,0.98,0.0,0.0,0.98,0.8858423808639998,1.0,1.0,0.7690223892601038,0.8681255332467198,0.8681255332467198,0.7847167237347998,0.7847167237347998,0.8007313507497957,0.8507630225817854,0.8007313507497957,0.8170728068875467,0.8170728068875467,0.8170728068875467,0.8007313507497957,0.8858423808639998,0.7536419414749017,0.7690223892601038,0.8681255332467198,0.7536419414749017,1.0,0.8007313507497957,0.7385691026454037,0.8507630225817854
33,0.98,-0.9603999999999999,0.0,0.0,0.9411919999999999,0.9411919999999999,0.8007313507497957,0.8007313507497957,0.0,0.0,0.0,0.8507630225817854,0.8337477621301497,1.0,0.8337477621301497,0.8681255332467198,0.7847167237347998,0.8007313507497957,0.98,0.8681255332467198,0.8507630225817854,0.7536419414749017,0.8337477621301497,0.7385691026454037,0.7690223892601038,0.0,0.6951353308570327,0.7847167237347998,0.7847167237347998,-0.9603999999999999,0.8858423808639998,0.8858423808639998,0.9603999999999999,0.0,0.0,0.9603999999999999,0.8681255332467198,0.98,0.98,1.0,0.8507630225817854,0.8507630225817854,0.7690223892601038,0.7690223892601038,0.7847167237347998,0.8337477621301497,0.7847167237347998,0.8007313507497957,0.8007313507497957,0.8007313507497957,0.7847167237347998,0.8681255332467198,0.7385691026454037,0.7536419414749017,0.8507630225817854,0.7385691026454037,1.0,0.7847167237347998,0.7237977205924956,0.8337477621301497
34,0.9603999999999999,-0.9411919999999999,0.0,0.0,0.9223681599999999,0.9223681599999999,0.7847167237347998,0.7847167237347998,0.0,0.0,0.0,0.8337477621301497,0.8170728068875467,0.98,0.8170728068875467,0.8507630225817854,0.7690223892601038,0.7847167237347998,0.9603999999999999,0.8507630225817854,0.8337477621301497,0.7385691026454037,0.8170728068875467,0.7237977205924956,0.7536419414749017,0.0,0.6812326242398921,0.7690223892601038,0.7690223892601038,-0.9411919999999999,0.8681255332467198,0.8681255332467198,0.9411919999999999,0.0,0.0,0.9411919999999999,0.8507630225817854,0.9603999999999999,0.9603999999999999,0.98,1.0,0.8337477621301497,0.7536419414749017,0.7536419414749017,0.7690223892601038,0.8170728068875467,0.7690223892601038,0.7847167237347998,0.7847167237347998,0.7847167237347998,0.7690223892601038,0.8507630225817854,0.7237977205924956,0.7385691026454037,0.8337477621301497,0.98,1.0,0.7690223892601038,0.7093217661806457,0.8170728068875467
35,0.9411919999999999,-0.9223681599999999,0.0,0.0,0.9039207967999998,0.9039207967999998,0.7690223892601038,0.7690223892601038,0.0,0.0,0.0,0.8170728068875467,0.8007313507497957,0.9603999999999999,0.8007313507497957,0.8337477621301497,0.7536419414749017,0.7690223892601038,0.9411919999999999,0.8337477621301497,0.8170728068875467,0.7237977205924956,0.8007313507497957,0.7093217661806457,0.7385691026454037,0.0,0.6676079717550942,0.7536419414749017,0.7536419414749017,-0.9223681599999999,0.8507630225817854,0.8507630225817854,0.9223681599999999,0.0,0.0,0.9223681599999999,0.8337477621301497,0.9411919999999999,0.9411919999999999,0.9603999999999999,0.98,0.8170728068875467,0.7385691026454037,0.7385691026454037,1.0,0.8007313507497957,0.7536419414749017,0.7690223892601038,1.0,0.7690223892601038,0.7536419414749017,0.8337477621301497,0.7093217661806457,0.7237977205924956,0.8170728068875467,0.9603999999999999,1.0,0.7536419414749017,0.6951353308570327,0.8007313507497957
36,0.9223681599999999,-0.9039207967999998,0.0,0.0,0.8858423808639998,0.8858423808639998,0.7536419414749017,0.7536419414749017,0.0,0.0,0.0,0.8007313507497957,0.7847167237347998,0.9411919999999999,0.7847167237347998,0.8170728068875467,0.7385691026454037,0.7536419414749017,0.9223681599999999,0.8170728068875467,0.8007313507497957,0.7093217661806457,0.7847167237347998,0.6951353308570327,0.7237977205924956,0.0,0.6542558123199923,0.7385691026454037,-0.24143089735459633,-0.9039207967999998,0.8337477621301497,0.8337477621301497,0.9039207967999998,0.0,0.0,0.9039207967999998,0.8170728068875467,0.9223681599999999,0.9223681599999999,0.9411919999999999,0.9603999999999999,0.8007313507497957,0.7237977205924956,0.7237977205924956,0.98,0.7847167237347998,0.7385691026454037,0.7536419414749017,0.98,0.7536419414749017,0.7385691026454037,0.8170728068875467,0.6951353308570327,0.7093217661806457,0.8007313507497957,0.9411919999999999,1.0,0.7385691026454037,0.6812326242398921,0.7847167237347998
