Time,AIBL,AIBR,ALML,ALMR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVM,DA01,DA02,DA03,DA04,DA05,DA06,DA07,DA08,DA09,DB01,DB02,DB03,DB04,DB05,DB06,DB07,PVCL,PVCR,RIML,RIMR,RIVL,RIVR,SMDDL,SMDDR,SMDVL,SMDVR,VA01,VA02,VA03,VA04,VA05,VA06,VA07,VA08,VA09,VA10,VA11,VA12,VB01,VB02,VB03,VB04,VB05,VB06,VB07,VB08,VB09,VB10,VB11
37,0.9039207967999998,-0.8858423808639998,0.0,0.0,0.8681255332467198,0.8681255332467198,0.7385691026454037,0.7385691026454037,0.0,0.0,0.0,0.7847167237347998,0.7690223892601038,0.9223681599999999,0.7690223892601038,0.8007313507497957,0.7237977205924956,0.7385691026454037,0.9039207967999998,0.8007313507497957,0.7847167237347998,0.6951353308570327,0.7690223892601038,0.6812326242398921,0.7093217661806457,0.0,0.6411706960735924,0.7237977205924956,-0.2366022794075044,-0.8858423808639998,0.8170728068875467,0.8170728068875467,0.8858423808639998,0.0,0.0,0.8858423808639998,0.8007313507497957,0.9039207967999998,0.9039207967999998,0.9223681599999999,0.9411919999999999,0.7847167237347998,0.7093217661806457,0.7093217661806457,0.9603999999999999,0.7690223892601038,0.7237977205924956,0.7385691026454037,0.9603999999999999,0.7385691026454037,0.7237977205924956,0.8007313507497957,0.6812326242398921,0.6951353308570327,0.7847167237347998,0.9223681599999999,1.0,0.7237977205924956,0.6676079717550942,0.7690223892601038
38,0.8858423808639998,-0.8681255332467198,0.0,0.0,0.8507630225817854,0.8507630225817854,0.7237977205924956,0.7237977205924956,0.0,0.0,0.0,0.7690223892601038,0.7536419414749017,0.9039207967999998,0.7536419414749017,0.7847167237347998,0.7093217661806457,0.7237977205924956,0.8858423808639998,0.7847167237347998,0.7690223892601038,0.6812326242398921,0.7536419414749017,0.6676079717550942,0.6951353308570327,0.0,0.6283472821521205,0.7093217661806457,-0.2318702338193543,-0.8681255332467198,0.8007313507497957,0.8007313507497957,0.8681255332467198,0.0,0.0,0.8681255332467198,0.7847167237347998,0.8858423808639998,0.8858423808639998,0.9039207967999998,0.9223681599999999,0.7690223892601038,0.6951353308570327,0.6951353308570327,0.9411919999999999,0.7536419414749017,0.7093217661806457,0.7237977205924956,0.9411919999999999,0.7237977205924956,0.7093217661806457,0.7847167237347998,0.6676079717550942,0.6812326242398921,0.7690223892601038,0.9039207967999998,1.0,0.7093217661806457,0.6542558123199923,0.7536419414749017
39,0.8681255332467198,-0.8507630225817854,0.0,0.0,0.8337477621301497,0.8337477621301497,0.7093217661806457,0.7093217661806457,0.0,0.0,0.0,0.7536419414749017,0.7385691026454037,1.0,0.98,0.7690223892601038,0.6951353308570327,0.7093217661806457,0.8681255332467198,0.7690223892601038,0.7536419414749017,0.6676079717550942,0.98,0.6542558123199923,0.6812326242398921,0.0,0.6157803365090782,0.6951353308570327,-0.2272328291429672,-0.8507630225817854,0.7847167237347998,0.7847167237347998,0.8507630225817854,0.0,0.0,0.8507630225817854,0.7690223892601038,0.8681255332467198,0.8681255332467198,0.98,0.98,0.7536419414749017,0.6812326242398921,0.6812326242398921,0.9223681599999999,0.7385691026454037,0.6951353308570327,0.7093217661806457,0.9223681599999999,0.98,0.6951353308570327,0.7690223892601038,0.6542558123199923,0.6676079717550942,0.7536419414749017,0.8858423808639998,1.0,0.6951353308570327,0.6411706960735924,0.7385691026454037
40,0.8507630225817854,-0.8337477621301497,0.0,0.0,-0.98,0.8170728068875467,0.6951353308570327,0.6951353308570327,0.0,0.0,0.0,0.7385691026454037,0.7237977205924956,0.98,0.9603999999999999,0.7536419414749017,0.6812326242398921,0.6951353308570327,-1.0,-1.0,0.7385691026454037,0.6542558123199923,0.98,0.6411706960735924,0.6676079717550942,0.0,1.0,-0.98,-0.98,-0.8337477621301497,0.7690223892601038,0.7690223892601038,0.8337477621301497,0.0,0.0,0.8337477621301497,0.7536419414749017,0.8507630225817854,0.8507630225817854,0.9603999999999999,0.9603999999999999,0.7385691026454037,0.6676079717550942,0.6676079717550942,0.9039207967999998,0.7237977205924956,0.6812326242398921,1.0,0.9039207967999998,0.9603999999999999,0.6812326242398921,0.98,0.6411706960735924,0.6542558123199923,0.7385691026454037,0.8681255332467198,1.0,0.6812326242398921,0.6283472821521205,0.7237977205924956
41,0.8337477621301497,-0.8170728068875467,0.0,0.0,-0.9603999999999999,0.8007313507497957,0.6812326242398921,0.6812326242398921,0.0,0.0,0.0,0.7237977205924956,0.7093217661806457,0.9603999999999999,0.9411919999999999,0.7385691026454037,0.6676079717550942,0.6812326242398921,-0.98,-0.98,0.7237977205924956,0.6411706960735924,0.9603999999999999,0.98,0.6542558123199923,0.0,0.98,-0.9603999999999999,-0.9603999999999999,-0.8170728068875467,0.7536419414749017,0.7536419414749017,0.8170728068875467,0.0,0.0,0.8170728068875467,0.7385691026454037,0.8337477621301497,0.8337477621301497,0.9411919999999999,0.9411919999999999,0.7237977205924956,0.6542558123199923,0.6542558123199923,0.8858423808639998,0.7093217661806457,0.6676079717550942,0.98,0.8858423808639998,0.9411919999999999,0.6676079717550942,0.9603999999999999,0.6283472821521205,0.98,0.7237977205924956,0.8507630225817854,1.0,0.6676079717550942,0.6157803365090782,0.7093217661806457
42,0.8170728068875467,-0.8007313507497957,0.0,0.0,-0.9411919999999999,0.7847167237347998,0.6676079717550942,0.6676079717550942,0.0,0.0,0.0,0.7093217661806457,0.6951353308570327,0.9411919999999999,0.9223681599999999,0.7237977205924956,0.6542558123199923,0.6676079717550942,-0.9603999999999999,-0.9603999999999999,0.7093217661806457,0.6283472821521205,0.9411919999999999,0.9603999999999999,0.6411706960735924,0.0,0.9603999999999999,-0.9411919999999999,-0.9411919999999999,-0.8007313507497957,0.7385691026454037,0.7385691026454037,0.8007313507497957,0.0,0.0,0.8007313507497957,0.7237977205924956,0.8170728068875467,0.8170728068875467,0.9223681599999999,0.9223681599999999,0.7093217661806457,0.6411706960735924,0.6411706960735924,0.8681255332467198,0.6951353308570327,0.6542558123199923,0.9603999999999999,0.8681255332467198,0.9223681599999999,0.6542558123199923,0.9411919999999999,0.6157803365090782,0.9603999999999999,0.7093217661806457,0.8337477621301497,1.0,0.6542558123199923,0.6034647297788965,0.6951353308570327
43,0.8007313507497957,-0.7847167237347998,0.0,0.0,-0.9223681599999999,0.7690223892601038,0.6542558123199923,0.6542558123199923,0.0,0.0,0.0,0.6951353308570327,0.6812326242398921,0.9223681599999999,0.9039207967999998,0.7093217661806457,0.6411706960735924,0.6542558123199923,-0.9411919999999999,-0.9411919999999999,0.6951353308570327,0.6157803365090782,0.9223681599999999,0.9411919999999999,0.6283472821521205,0.0,0.9411919999999999,-0.9223681599999999,-0.9223681599999999,-0.7847167237347998,0.7237977205924956,0.7237977205924956,0.7847167237347998,0.0,0.0,0.7847167237347998,0.7093217661806457,0.8007313507497957,0.8007313507497957,0.9039207967999998,0.9039207967999998,0.6951353308570327,0.6283472821521205,0.6283472821521205,0.8507630225817854,0.6812326242398921,0.6411706960735924,0.9411919999999999,0.8507630225817854,0.9039207967999998,0.6411706960735924,0.9223681599999999,0.6034647297788965,0.9411919999999999,0.6951353308570327,0.8170728068875467,1.0,0.6411706960735924,0.98,0.6812326242398921
44,0.7847167237347998,-0.7690223892601038,0.0,0.0,-0.9039207967999998,0.7536419414749017,0.6411706960735924,0.6411706960735924,0.0,0.0,0.0,0.6812326242398921,0.6676079717550942,0.9039207967999998,0.8858423808639998,0.6951353308570327,0.6283472821521205,0.6411706960735924,-0.9223681599999999,-0.9223681599999999,0.6812326242398921,0.6034647297788965,0.9039207967999998,0.9223681599999999,0.6157803365090782,0.0,0.9223681599999999,-0.9039207967999998,-0.9039207967999998,-0.7690223892601038,0.7093217661806457,0.7093217661806457,0.7690223892601038,0.0,0.0,0.7690223892601038,0.6951353308570327,0.7847167237347998,0.7847167237347998,0.8858423808639998,0.8858423808639998,0.6812326242398921,0.6157803365090782,0.6157803365090782,0.8337477621301497,0.6676079717550942,0.6283472821521205,0.9223681599999999,0.8337477621301497,0.8858423808639998,0.6283472821521205,0.9039207967999998,0.5913954351833186,0.9223681599999999,0.6812326242398921,0.8007313507497957,1.0,0.6283472821521205,0.9603999999999999,0.6676079717550942
45,0.7690223892601038,-0.7536419414749017,0.0,0.0,-0.8858423808639998,0.7385691026454037,0.6283472821521205,0.6283472821521205,0.0,0.0,0.0,0.6676079717550942,0.6542558123199923,0.8858423808639998,0.8681255332467198,0.6812326242398921,0.6157803365090782,0.6283472821521205,-0.9039207967999998,-0.9039207967999998,0.6676079717550942,0.5913954351833186,0.8858423808639998,0.9039207967999998,0.6034647297788965,0.0,0.9039207967999998,-0.8858423808639998,-0.8858423808639998,-0.7536419414749017,0.6951353308570327,0.6951353308570327,0.7536419414749017,0.0,0.0,0.7536419414749017,0.6812326242398921,0.7690223892601038,0.7690223892601038,0.8681255332467198,0.8681255332467198,0.6676079717550942,0.6034647297788965,0.6034647297788965,0.8170728068875467,0.6542558123199923,0.6157803365090782,0.9039207967999998,0.8170728068875467,0.8681255332467198,0.6157803365090782,0.8858423808639998,0.5795675264796523,0.9039207967999998,0.6676079717550942,0.7847167237347998,1.0,0.6157803365090782,0.9411919999999999,0.6542558123199923
46,0.7536419414749017,-0.7385691026454037,0.0,0.0,-0.8681255332467198,0.7237977205924956,0.6157803365090782,0.6157803365090782,0.0,0.0,0.0,0.6542558123199923,0.6411706960735924,0.8681255332467198,0.8507630225817854,0.6676079717550942,0.6034647297788965,0.6157803365090782,-0.8858423808639998,-0.8858423808639998,0.6542558123199923,0.5795675264796523,0.8681255332467198,0.8858423808639998,0.5913954351833186,0.0,0.8858423808639998,-0.8681255332467198,-0.8681255332467198,-0.7385691026454037,0.6812326242398921,0.6812326242398921,0.7385691026454037,0.0,0.0,0.7385691026454037,0.6676079717550942,0.7536419414749017,0.7536419414749017,0.8507630225817854,0.8507630225817854,0.6542558123199923,0.5913954351833186,0.5913954351833186,0.8007313507497957,0.6411706960735924,0.6034647297788965,0.8858423808639998,0.8007313507497957,0.8507630225817854,0.6034647297788965,0.8681255332467198,0.5679761759500592,0.8858423808639998,0.6542558123199923,0.7690223892601038,1.0,0.6034647297788965,0.9223681599999999,0.6411706960735924
47,0.7385691026454037,-0.7237977205924956,0.0,0.0,-0.8507630225817854,0.7093217661806457,0.6034647297788965,0.6034647297788965,0.0,0.0,0.0,0.6411706960735924,0.6283472821521205,0.8507630225817854,0.8337477621301497,0.6542558123199923,0.5913954351833186,0.6034647297788965,-0.8681255332467198,-0.8681255332467198,0.6411706960735924,0.5679761759500592,0.8507630225817854,0.8681255332467198,0.5795675264796523,0.0,0.8681255332467198,-0.8507630225817854,-0.8507630225817854,-0.7237977205924956,0.6676079717550942,0.6676079717550942,0.7237977205924956,0.0,0.0,0.7237977205924956,0.6542558123199923,0.7385691026454037,0.7385691026454037,0.8337477621301497,0.8337477621301497,0.6411706960735924,0.5795675264796523,0.5795675264796523,0.7847167237347998,0.6283472821521205,0.5913954351833186,0.8681255332467198,0.7847167237347998,0.8337477621301497,0.5913954351833186,0.8507630225817854,0.5566166524310581,0.8681255332467198,0.6411706960735924,0.7536419414749017,1.0,0.5913954351833186,0.9039207967999998,0.6283472821521205
48,0.7237977205924956,-0.7093217661806457,0.0,0.0,-0.8337477621301497,0.6951353308570327,0.5913954351833186,0.5913954351833186,0.0,0.0,0.0,0.6283472821521205,0.6157803365090782,0.8337477621301497,0.8170728068875467,0.6411706960735924,0.5795675264796523,0.5913954351833186,-0.8507630225817854,-0.8507630225817854,0.6283472821521205,0.5566166524310581,0.8337477621301497,0.8507630225817854,0.5679761759500592,0.0,0.8507630225817854,-0.8337477621301497,-0.8337477621301497,-0.7093217661806457,0.6542558123199923,0.6542558123199923,0.7093217661806457,0.0,0.0,0.7093217661806457,0.6411706960735924,0.7237977205924956,0.7237977205924956,0.8170728068875467,0.8170728068875467,0.6283472821521205,0.5679761759500592,0.5679761759500592,0.7690223892601038,0.6157803365090782,0.5795675264796523,0.8507630225817854,0.7690223892601038,0.8170728068875467,0.5795675264796523,0.8337477621301497,0.5454843193824369,0.8507630225817854,0.6283472821521205,0.7385691026454037,1.0,0.5795675264796523,0.8858423808639998,0.6157803365090782
49,0.7093217661806457,-0.6951353308570327,0.0,0.0,-0.8170728068875467,0.6812326242398921,0.5795675264796523,0.5795675264796523,0.0,0.0,0.0,0.6157803365090782,0.6034647297788965,0.8170728068875467,0.8007313507497957,0.6283472821521205,0.5679761759500592,0.5795675264796523,-0.8337477621301497,-0.8337477621301497,0.6157803365090782,0.5454843193824369,0.8170728068875467,0.8337477621301497,0.5566166524310581,0.0,0.8337477621301497,-0.8170728068875467,-0.8170728068875467,-0.6951353308570327,0.6411706960735924,0.6411706960735924,0.6951353308570327,0.0,0.0,0.6951353308570327,0.6283472821521205,0.7093217661806457,0.7093217661806457,0.8007313507497957,0.8007313507497957,0.6157803365090782,0.5566166524310581,0.5566166524310581,0.7536419414749017,0.6034647297788965,0.5679761759500592,0.8337477621301497,0.7536419414749017,0.8007313507497957,0.5679761759500592,0.8170728068875467,0.5345746329947881,0.8337477621301497,0.6157803365090782,0.7237977205924956,1.0,0.5679761759500592,0.8681255332467198,0.6034647297788965
50,0.6951353308570327,-0.6812326242398921,0.0,0.0,-0.8007313507497957,0.6676079717550942,0.5679761759500592,0.5679761759500592,0.0,0.0,0.0,0.6034647297788965,0.5913954351833186,0.8007313507497957,0.7847167237347998,0.6157803365090782,0.5566166524310581,0.5679761759500592,-0.8170728068875467,-0.8170728068875467,0.6034647297788965,0.5345746329947881,0.8007313507497957,0.8170728068875467,0.5454843193824369,0.0,0.8170728068875467,-0.8007313507497957,-0.8007313507497957,-0.6812326242398921,0.6283472821521205,0.6283472821521205,0.6812326242398921,0.0,0.0,0.6812326242398921,0.6157803365090782,0.6951353308570327,0.6951353308570327,0.7847167237347998,0.7847167237347998,0.6034647297788965,0.5454843193824369,0.5454843193824369,0.7385691026454037,0.5913954351833186,0.5566166524310581,0.8170728068875467,0.7385691026454037,0.7847167237347998,0.5566166524310581,0.8007313507497957,0.5238831403348924,0.8170728068875467,0.6034647297788965,0.7093217661806457,1.0,0.5566166524310581,0.8507630225817854,0.5913954351833186
51,0.6812326242398921,-0.6676079717550942,0.0,0.0,-0.7847167237347998,0.6542558123199923,0.5566166524310581,0.5566166524310581,0.0,0.0,0.0,0.5913954351833186,0.5795675264796523,0.7847167237347998,0.7690223892601038,0.6034647297788965,0.5454843193824369,0.5566166524310581,-0.8007313507497957,-0.8007313507497957,0.5913954351833186,0.5238831403348924,0.7847167237347998,0.8007313507497957,0.5345746329947881,0.0,0.8007313507497957,-0.7847167237347998,-0.7847167237347998,-0.6676079717550942,0.6157803365090782,0.6157803365090782,0.6676079717550942,0.0,0.0,0.6676079717550942,0.6034647297788965,0.6812326242398921,0.6812326242398921,0.7690223892601038,0.7690223892601038,0.5913954351833186,0.5345746329947881,0.5345746329947881,0.7237977205924956,0.5795675264796523,0.5454843193824369,0.8007313507497957,0.7237977205924956,0.7690223892601038,0.5454843193824369,0.7847167237347998,0.5134054775281945,0.8007313507497957,0.5913954351833186,0.6951353308570327,1.0,0.5454843193824369,0.8337477621301497,0.5795675264796523
52,0.6676079717550942,-0.6542558123199923,0.0,0.0,-0.7690223892601038,0.6411706960735924,0.5454843193824369,0.5454843193824369,0.0,0.0,0.0,0.5795675264796523,0.5679761759500592,0.7690223892601038,0.7536419414749017,0.5913954351833186,0.5345746329947881,0.5454843193824369,-0.7847167237347998,-0.7847167237347998,0.5795675264796523,0.5134054775281945,0.7690223892601038,0.7847167237347998,0.5238831403348924,0.0,0.7847167237347998,-0.7690223892601038,-0.7690223892601038,-0.6542558123199923,0.6034647297788965,0.6034647297788965,0.6542558123199923,0.0,0.0,0.6542558123199923,0.5913954351833186,0.6676079717550942,0.6676079717550942,0.7536419414749017,0.7536419414749017,0.5795675264796523,0.5238831403348924,0.5238831403348924,0.7093217661806457,0.5679761759500592,0.5345746329947881,0.7847167237347998,0.7093217661806457,0.7536419414749017,0.5345746329947881,0.7690223892601038,0.5031373679776306,0.7847167237347998,0.5795675264796523,0.6812326242398921,1.0,0.5345746329947881,0.8170728068875467,0.5679761759500592
53,0.6542558123199923,-0.6411706960735924,0.0,0.0,-0.7536419414749017,0.6283472821521205,0.5345746329947881,0.5345746329947881,0.0,0.0,0.0,0.5679761759500592,0.5566166524310581,0.7536419414749017,0.7385691026454037,0.5795675264796523,0.5238831403348924,0.5345746329947881,-0.7690223892601038,-0.7690223892601038,0.5679761759500592,0.5031373679776306,0.7536419414749017,0.7690223892601038,0.5134054775281945,0.0,0.7690223892601038,-0.7536419414749017,-0.7536419414749017,-0.6411706960735924,0.5913954351833186,0.5913954351833186,0.6411706960735924,0.0,0.0,0.6411706960735924,0.5795675264796523,0.6542558123199923,0.6542558123199923,0.7385691026454037,0.7385691026454037,0.5679761759500592,0.5134054775281945,0.5134054775281945,0.6951353308570327,0.5566166524310581,0.5238831403348924,0.7690223892601038,0.6951353308570327,0.7385691026454037,0.5238831403348924,0.7536419414749017,0.493074620618078,0.7690223892601038,0.5679761759500592,0.6676079717550942,1.0,0.5238831403348924,0.8007313507497957,0.5566166524310581
54,0.6411706960735924,-0.6283472821521205,0.0,0.0,-0.7385691026454037,0.6157803365090782,0.5238831403348924,0.5238831403348924,0.0,0.0,0.0,0.5566166524310581,0.5454843193824369,0.7385691026454037,0.7237977205924956,0.5679761759500592,0.5134054775281945,0.5238831403348924,-0.7536419414749017,-0.7536419414749017,0.5566166524310581,0.493074620618078,0.7385691026454037,0.7536419414749017,0.5031373679776306,0.0,0.7536419414749017,-0.7385691026454037,-0.7385691026454037,-0.6283472821521205,0.5795675264796523,0.5795675264796523,0.6283472821521205,0.0,0.0,0.6283472821521205,0.5679761759500592,0.6411706960735924,0.6411706960735924,0.7237977205924956,0.7237977205924956,0.5566166524310581,0.5031373679776306,0.5031373679776306,0.6812326242398921,0.5454843193824369,0.5134054775281945,0.7536419414749017,0.6812326242398921,0.7237977205924956,0.5134054775281945,0.7385691026454037,0.48321312820571644,0.7536419414749017,0.5566166524310581,0.6542558123199923,1.0,0.5134054775281945,0.7847167237347998,0.5454843193824369
55,0.6283472821521205,-0.6157803365090782,0.0,0.0,-0.7237977205924956,0.6034647297788965,0.5134054775281945,0.5134054775281945,0.0,0.0,0.0,0.5454843193824369,0.5345746329947881,0.7237977205924956,0.7093217661806457,0.5566166524310581,0.5031373679776306,0.5134054775281945,-0.7385691026454037,-0.7385691026454037,0.5454843193824369,0.48321312820571644,0.7237977205924956,0.7385691026454037,0.493074620618078,0.0,0.7385691026454037,-0.7237977205924956,-0.7237977205924956,-0.6157803365090782,0.5679761759500592,0.5679761759500592,0.6157803365090782,0.0,0.0,0.6157803365090782,0.5566166524310581,0.6283472821521205,0.6283472821521205,0.7093217661806457,0.7093217661806457,0.5454843193824369,0.493074620618078,0.493074620618078,0.6676079717550942,0.5345746329947881,0.5031373679776306,0.7385691026454037,0.6676079717550942,0.7093217661806457,0.5031373679776306,0.7237977205924956,0.4735488656416021,0.7385691026454037,0.5454843193824369,0.6411706960735924,1.0,0.5031373679776306,0.7690223892601038,0.5345746329947881
56,0.6157803365090782,-0.6034647297788965,0.0,0.0,-0.7093217661806457,0.5913954351833186,0.5031373679776306,0.5031373679776306,0.0,0.0,0.0,0.5345746329947881,0.5238831403348924,0.7093217661806457,0.6951353308570327,0.5454843193824369,0.493074620618078,0.5031373679776306,-0.7237977205924956,-0.7237977205924956,0.5345746329947881,0.4735488656416021,0.7093217661806457,0.7237977205924956,0.48321312820571644,0.0,0.7237977205924956,-0.7093217661806457,-0.7093217661806457,-0.6034647297788965,0.5566166524310581,0.5566166524310581,0.6034647297788965,0.0,0.0,0.6034647297788965,0.5454843193824369,0.6157803365090782,0.6157803365090782,0.6951353308570327,0.6951353308570327,0.5345746329947881,0.48321312820571644,0.48321312820571644,0.0,0.5238831403348924,0.493074620618078,0.7237977205924956,0.6542558123199923,0.6951353308570327,0.493074620618078,0.7093217661806457,0.46407788832877006,0.7237977205924956,0.5345746329947881,0.6283472821521205,1.0,0.0,0.7536419414749017,0.5238831403348924
57,0.6034647297788965,-0.5913954351833186,0.0,0.0,-0.6951353308570327,0.5795675264796523,0.493074620618078,0.493074620618078,0.0,0.0,0.0,0.5238831403348924,0.5134054775281945,0.6951353308570327,0.6812326242398921,0.5345746329947881,0.48321312820571644,0.493074620618078,-0.7093217661806457,-0.7093217661806457,0.5238831403348924,0.46407788832877006,0.6951353308570327,0.7093217661806457,0.4735488656416021,0.0,0.7093217661806457,-0.6951353308570327,-0.6951353308570327,-0.5913954351833186,0.5454843193824369,0.5454843193824369,0.5913954351833186,0.0,0.0,0.5913954351833186,0.5345746329947881,0.6034647297788965,0.6034647297788965,0.6812326242398921,0.6812326242398921,0.5238831403348924,0.4735488656416021,0.4735488656416021,1.0,0.0,0.48321312820571644,0.7093217661806457,0.6411706960735924,0.6812326242398921,0.48321312820571644,0.6951353308570327,0.45479633056219465,0.7093217661806457,0.5238831403348924,0.6157803365090782,1.0,0.98,0.7385691026454037,0.5134054775281945
58,0.5913954351833186,-0.5795675264796523,0.0,0.0,-0.6812326242398921,0.5679761759500592,0.0,0.0,0.0,0.0,0.0,0.5134054775281945,0.5031373679776306,0.6812326242398921,0.6676079717550942,0.5238831403348924,0.4735488656416021,0.48321312820571644,-0.6951353308570327,-0.6951353308570327,0.5134054775281945,0.45479633056219465,0.6812326242398921,0.6951353308570327,0.46407788832877006,0.0,0.6951353308570327,-0.6812326242398921,-0.6812326242398921,-0.5795675264796523,0.5345746329947881,0.5345746329947881,0.5795675264796523,0.0,0.0,0.5795675264796523,0.5238831403348924,0.5913954351833186,0.5913954351833186,0.6676079717550942,0.6676079717550942,0.5134054775281945,0.46407788832877006,0.46407788832877006,0.98,1.0,0.4735488656416021,0.6951353308570327,0.6283472821521205,0.6676079717550942,0.4735488656416021,0.6812326242398921,0.44570040395095073,0.6951353308570327,0.5134054775281945,0.6034647297788965,1.0,0.9603999999999999,0.7237977205924956,0.5031373679776306
59,0.5795675264796523,-0.5679761759500592,0.0,0.0,-0.6676079717550942,0.5566166524310581,0.98,0.98,0.0,0.0,0.0,0.5031373679776306,0.493074620618078,0.6676079717550942,0.6542558123199923,0.5134054775281945,0.46407788832877006,0.4735488656416021,-0.6812326242398921,-0.6812326242398921,0.5031373679776306,0.44570040395095073,0.6676079717550942,0.6812326242398921,0.45479633056219465,0.0,0.6812326242398921,-0.6676079717550942,-0.6676079717550942,-0.5679761759500592,0.5238831403348924,0.5238831403348924,0.5679761759500592,0.0,0.0,0.5679761759500592,0.5134054775281945,0.5795675264796523,0.5795675264796523,0.6542558123199923,0.6542558123199923,0.5031373679776306,0.45479633056219465,0.45479633056219465,0.9603999999999999,0.98,0.46407788832877006,0.6812326242398921,0.6157803365090782,0.6542558123199923,0.46407788832877006,0.6676079717550942,0.4367863958719317,0.6812326242398921,0.5031373679776306,0.5913954351833186,1.0,0.9411919999999999,0.7093217661806457,0.493074620618078
60,0.5679761759500592,-0.5566166524310581,0.0,0.0,-0.6542558123199923,0.5454843193824369,0.9603999999999999,0.9603999999999999,0.0,0.0,0.0,0.493074620618078,0.48321312820571644,0.6542558123199923,0.6411706960735924,0.5031373679776306,0.45479633056219465,0.46407788832877006,-0.6676079717550942,-0.6676079717550942,0.493074620618078,0.4367863958719317,0.6542558123199923,0.6676079717550942,0.44570040395095073,0.0,0.6676079717550942,-0.6542558123199923,-0.6542558123199923,-0.5566166524310581,0.5134054775281945,0.5134054775281945,0.5566166524310581,0.0,0.0,0.5566166524310581,0.5031373679776306,0.5679761759500592,0.5679761759500592,0.6411706960735924,0.6411706960735924,0.493074620618078,0.44570040395095073,0.44570040395095073,0.9411919999999999,0.9603999999999999,0.45479633056219465,0.6676079717550942,0.6034647297788965,0.6411706960735924,0.45479633056219465,0.6542558123199923,0.42805066795449304,0.6676079717550942,0.493074620618078,0.5795675264796523,1.0,0.9223681599999999,0.6951353308570327,0.48321312820571644
61,0.5566166524310581,-0.5454843193824369,0.0,0.0,-0.6411706960735924,0.5345746329947881,0.9411919999999999,0.9411919999999999,0.0,0.0,0.0,0.48321312820571644,0.4735488656416021,0.6411706960735924,0.6283472821521205,0.493074620618078,0.44570040395095073,0.45479633056219465,-0.6542558123199923,-0.6542558123199923,0.48321312820571644,0.42805066795449304,0.6411706960735924,0.6542558123199923,0.4367863958719317,0.0,0.6542558123199923,-0.6411706960735924,-0.6411706960735924,-0.5454843193824369,0.5031373679776306,0.5031373679776306,0.5454843193824369,0.0,0.0,0.5454843193824369,0.493074620618078,0.5566166524310581,0.5566166524310581,0.6283472821521205,0.6283472821521205,0.48321312820571644,0.4367863958719317,0.4367863958719317,0.9223681599999999,0.9411919999999999,0.44570040395095073,0.6542558123199923,0.5913954351833186,0.6283472821521205,0.44570040395095073,0.6411706960735924,0.41948965459540316,0.6542558123199923,0.48321312820571644,0.5679761759500592,1.0,0.9039207967999998,0.6812326242398921,0.4735488656416021
62,0.5454843193824369,-0.5345746329947881,0.0,0.0,-0.6283472821521205,0.5238831403348924,0.9223681599999999,0.9223681599999999,0.0,0.0,0.0,0.4735488656416021,0.46407788832877006,0.6283472821521205,0.6157803365090782,0.48321312820571644,0.4367863958719317,0.44570040395095073,-0.6411706960735924,-0.6411706960735924,0.4735488656416021,0.41948965459540316,0.6283472821521205,0.6411706960735924,0.42805066795449304,0.0,0.6411706960735924,0.0,0.0,-0.5345746329947881,0.493074620618078,0.493074620618078,0.5345746329947881,0.0,0.0,0.5345746329947881,0.48321312820571644,0.5454843193824369,0.5454843193824369,0.6157803365090782,0.6157803365090782,0.4735488656416021,0.42805066795449304,0.42805066795449304,1.0,1.0,0.4367863958719317,0.6411706960735924,0.5795675264796523,0.6157803365090782,0.4367863958719317,0.6283472821521205,0.4110998615034951,0.6411706960735924,0.4735488656416021,0.5566166524310581,1.0,0.98,0.6676079717550942,0.46407788832877006
63,0.5345746329947881,-0.5238831403348924,0.0,0.0,-0.6157803365090782,0.5134054775281945,0.9039207967999998,0.9039207967999998,0.0,0.0,0.0,0.46407788832877006,0.45479633056219465,0.6157803365090782,0.6034647297788965,0.4735488656416021,0.42805066795449304,0.4367863958719317,-0.6283472821521205,-0.6283472821521205,0.46407788832877006,0.0,0.6157803365090782,0.6283472821521205,0.41948965459540316,0.0,0.6283472821521205,0.98,0.98,-0.5238831403348924,0.48321312820571644,0.48321312820571644,0.5238831403348924,0.0,0.0,0.5238831403348924,0.4735488656416021,0.5345746329947881,0.5345746329947881,0.6034647297788965,0.6034647297788965,0.46407788832877006,0.41948965459540316,0.41948965459540316,0.98,0.98,0.42805066795449304,0.6283472821521205,0.5679761759500592,0.0,0.0,0.6157803365090782,0.4028778642734252,0.6283472821521205,0.46407788832877006,0.5454843193824369,1.0,0.98,0.6542558123199923,0.45479633056219465
